name,page_height,page_width,AuthorID,Overlapped,category,id,x,y,width,height,x_scaled,y_scaled,w_scaled,h_scaled,page_height_scaled,page_width_scaled
0cfb3021d9887800348acdb92c56b9bb.jpg,3292,2560,"Vollmuth, T.A.",Yes,DLSignature,None,479,1450,755,248,89,271,141,46,617.25,480.0
0cfb3021d9887800348acdb92c56b9bb.jpg,3292,2560,NA,NA,DLLogo,None,127,170,758,236,23,31,142,44,617.25,480.0
0d178d095434170eac2cb58cc244bb8c_2.jpg,1575,1200,"Porter, Paul A.",Yes,DLSignature,None,634,638,496,85,253,255,198,34,630.0,480.0
0d178d095434170eac2cb58cc244bb8c_2.jpg,1575,1200,"Austern, H.T.",Yes,DLSignature,None,699,825,341,59,279,330,136,23,630.0,480.0
0d178d095434170eac2cb58cc244bb8c_2.jpg,1575,1200,"Wald, R.L.",Yes,DLSignature,None,712,979,320,53,284,391,128,21,630.0,480.0
0d302a038d26a14a9638036608a71da0.jpg,3267,2560,"Krivisky, B.M.",Yes,DLSignature,None,1193,2276,846,491,223,426,158,92,612.5625,480.0
0d302a038d26a14a9638036608a71da0.jpg,3267,2560,NA,NA,DLLogo,None,1085,274,321,209,203,51,60,39,612.5625,480.0
0d6568bbe8ba11723483b606e0234d07.jpg,3287,2544,"Stungis, G.E.",Yes,DLSignature,None,1239,2386,510,131,233,450,96,24,620.1886792452831,480.00000000000006
0d6568bbe8ba11723483b606e0234d07.jpg,3287,2544,NA,NA,DLLogo,None,1068,145,418,226,201,27,78,42,620.1886792452831,480.00000000000006
0d82c58444b7640a49e0c548bc499d5a.jpg,1575,1200,"Hamann, Mercel A.",Yes,DLSignature,None,658,956,287,60,263,382,114,24,630.0,480.0
0d82c58444b7640a49e0c548bc499d5a.jpg,1575,1200,NA,NA,DLLogo,None,533,99,48,55,213,39,19,22,630.0,480.0
0dab8c0f23691b43509fc7594d6ffdcd_2.jpg,3296,2560,"Landry, J.T.",Yes,DLSignature,None,1514,708,627,206,283,132,117,38,618.0,480.0
0e504dc212c50813275cbeb4a52a577d.jpg,3150,2400,"Tarrance, Lance",Yes,DLSignature,None,1073,1924,714,252,214,384,142,50,630.0,480.0
0e504dc212c50813275cbeb4a52a577d.jpg,3150,2400,"Nielsen, Vigo G.",Yes,DLSignature,None,1280,2157,459,119,256,431,91,23,630.0,480.0
0ee700ec9293625cd86d2216330c83e7.jpg,1575,1200,"Shipley, D.K.",Yes,DLSignature,None,757,1164,214,139,302,465,85,55,630.0,480.0
0ee700ec9293625cd86d2216330c83e7.jpg,1575,1200,NA,NA,DLLogo,None,147,78,90,89,58,31,36,35,630.0,480.0
0eec6d48b3cc5ee30344fdea0bb74a42.jpg,1575,1200,,Yes,DLSignature,None,727,1345,122,78,290,538,48,31,630.0,480.0
0eec6d48b3cc5ee30344fdea0bb74a42.jpg,1575,1200,,Yes,DLSignature,None,153,32,169,65,61,12,67,26,630.0,480.0
0f28ae18bbe47822f72b59ec831a4aaa_2.jpg,3234,2544,"Harris, T.C.",Yes,DLSignature,None,1159,573,505,149,218,108,95,28,610.1886792452831,480.00000000000006
0f28ae18bbe47822f72b59ec831a4aaa_2.jpg,3234,2544,"Neher, W.K.",Yes,DLSignature,None,1162,763,513,164,219,143,96,30,610.1886792452831,480.00000000000006
0f28ae18bbe47822f72b59ec831a4aaa_2.jpg,3234,2544,"MacKinnon, S.A.",Yes,DLSignature,None,1189,1045,779,121,224,197,146,22,610.1886792452831,480.00000000000006
0f5bb627fa045d97551937ab506e8ab0_2.jpg,2292,1728,"Idle, J.R.",No,DLSignature,None,212,1785,264,111,58,495,73,30,636.6666666666667,480.0
0f6bc860c0dbac06933e2dbae943b850_1.jpg,1575,1200,"Shipley, D.K.",Yes,DLSignature,None,596,1080,305,93,238,432,122,37,630.0,480.0
0f6bc860c0dbac06933e2dbae943b850_1.jpg,1575,1200,NA,NA,DLLogo,None,55,92,138,137,22,36,55,54,630.0,480.0
0feccf965561e32d0bb7d6c39ea50dd5.jpg,1575,1200,"Charles, F.K.",Yes,DLSignature,None,682,830,248,80,272,332,99,32,630.0,480.0
0feccf965561e32d0bb7d6c39ea50dd5.jpg,1575,1200,NA,NA,DLLogo,None,538,69,73,85,215,27,29,34,630.0,480.0
106038e06161b0328a33330e32290124.jpg,3124,2528,"Bowden, D.H.",Yes,DLSignature,None,36,2287,1142,157,6,434,216,29,593.1645569620254,480.00000000000006
107de8cc48fea1bc14862ed9a470d42a_1.jpg,3321,2560,"Toohey, W.D.",Yes,DLSignature,None,1319,1973,795,281,247,369,149,52,622.6875,480.0
10c5864fadadf0cb8673a4c47e8fa000.jpg,2292,1728,"Squires, W.C.",Yes,DLSignature,None,1015,1125,423,237,281,312,117,65,636.6666666666667,480.0
10c5864fadadf0cb8673a4c47e8fa000.jpg,2292,1728,NA,NA,DLLogo,None,206,56,217,111,57,15,60,30,636.6666666666667,480.0
11435b84576c0bad7900bcd1e5ca5a09.jpg,3150,2400,"Newmark, G.B.",Yes,DLSignature,None,1340,2193,742,303,268,438,148,60,630.0,480.0
11435b84576c0bad7900bcd1e5ca5a09.jpg,3150,2400,NA,NA,DLLogo,None,203,88,351,333,40,17,70,66,630.0,480.0
124ce121566e8e894584f038dc662276_1.jpg,1575,1200,NA,NA,DLLogo,None,83,41,194,190,33,16,77,76,630.0,480.0
124ce121566e8e894584f038dc662276_2.jpg,1575,1200,"Whelan, F.X.",Yes,DLSignature,None,541,468,312,106,216,187,124,42,630.0,480.0
12beaa2bdbfdea01efacf92c386efe64_2.jpg,3279,2560,"Landry, J.T.",Yes,DLSignature,None,1344,967,655,158,252,181,122,29,614.8125,480.0
13ff50fbf98c4712ae1353f61c6c57fe.jpg,2156,1728,"Dimech, Ellen",No,DLSignature,None,890,1609,319,80,247,446,88,22,598.8888888888889,480.0
13ff50fbf98c4712ae1353f61c6c57fe.jpg,2156,1728,NA,NA,DLLogo,None,740,104,202,138,205,28,56,38,598.8888888888889,480.0
14173ae97a1750ae36222cdfb90772d5_1.jpg,1575,1200,"Alford, E.D.",No,DLSignature,None,185,1067,177,54,74,426,70,21,630.0,480.0
14173ae97a1750ae36222cdfb90772d5_1.jpg,1575,1200,"Hsieh, T.C.",No,DLSignature,None,725,1047,222,59,290,418,88,23,630.0,480.0
14bac3982adc2808085a25100baad533_1.jpg,3245,2560,NA,NA,DLLogo,None,1187,18,347,219,222,3,65,41,608.4375,480.0
14bac3982adc2808085a25100baad533_2.jpg,3246,2560,"Krivisky, B.M.",Yes,DLSignature,None,1239,2403,889,434,232,450,166,81,608.625,480.0
14eee14c0fffe12c9d744fed4cd5ce28_1.jpg,1575,1200,"Ligon, R.H.",No,DLSignature,None,624,788,169,95,249,315,67,38,630.0,480.0
14eee14c0fffe12c9d744fed4cd5ce28_1.jpg,1575,1200,NA,NA,DLLogo,None,119,52,96,97,47,20,38,38,630.0,480.0
14efd3ebfe6da50589c4e5f047b679e7.jpg,2292,1728,"Molloy, S.M.",No,DLSignature,None,818,1260,353,186,227,350,98,51,636.6666666666667,480.0
14efd3ebfe6da50589c4e5f047b679e7.jpg,2292,1728,NA,NA,DLLogo,None,157,333,444,147,43,92,123,40,636.6666666666667,480.0
15095fcac3a6867afac43b6aece044bb.jpg,1575,1200,"Gertenback, R.F.",Yes,DLSignature,None,662,1217,278,65,264,486,111,26,630.0,480.0
15c9c967f1ebe0c636c67e7f917d2206.jpg,3270,2544,"Stungis, G.E.",Yes,DLSignature,None,1310,2284,407,129,247,430,76,24,616.9811320754717,480.00000000000006
15c9c967f1ebe0c636c67e7f917d2206.jpg,3270,2544,NA,NA,DLLogo,None,1158,145,156,174,218,27,29,32,616.9811320754717,480.00000000000006
15fe293e58362da35ea0317e017e8942.jpg,1575,1200,"Clark, J.M.",Yes,DLSignature,None,745,1191,222,117,298,476,88,46,630.0,480.0
15fe293e58362da35ea0317e017e8942.jpg,1575,1200,NA,NA,DLLogo,None,133,46,175,95,53,18,70,38,630.0,480.0
168711c69daa92f5580b868e36838a2b_2.jpg,3253,2544,,Yes,DLSignature,None,489,2362,650,111,92,445,122,20,613.7735849056604,480.00000000000006
17e1e9b947514b8def4e438984379c89.jpg,2292,1728,"Sudol, Marius",No,DLSignature,None,799,1416,566,205,221,393,157,56,636.6666666666667,480.0
17e1e9b947514b8def4e438984379c89.jpg,2292,1728,NA,NA,DLLogo,None,140,53,198,184,38,14,55,51,636.6666666666667,480.0
182015928696981465110051abecc49d.jpg,2100,1600,"Hamann, M.A.",Yes,DLSignature,None,873,989,489,89,261,296,146,26,630.0,480.0
182015928696981465110051abecc49d.jpg,2100,1600,NA,NA,DLLogo,None,699,45,99,119,209,13,29,35,630.0,480.0
1845a227e58fafa88e74981df2a388ac.jpg,2292,1728,"Feldman, J.D.",Yes,DLSignature,None,199,1756,487,156,55,487,135,43,636.6666666666667,480.0
1935f20a7f189144cd404e8d67b50e53.jpg,2292,1728,"Lisanti, V.F.",Yes,DLSignature,None,1004,1422,509,113,278,395,141,31,636.6666666666667,480.0
1995a7d0cf51d91dfe577fd80fc3e487.jpg,3248,2544,"Neel, R.M.",Yes,DLSignature,None,1217,2587,634,187,229,488,119,35,612.8301886792453,480.00000000000006
19a7fbf9cc328bf63c424c399baae871_2.jpg,1575,1200,"Stungis, G.E.",Yes,DLSignature,None,149,856,228,62,59,342,91,24,630.0,480.0
19b989ea615fb629e8d7ef07e1f3ecc3.jpg,3273,2560,"Ferraro, C.J.",Yes,DLSignature,None,406,2382,833,265,76,446,156,49,613.6875,480.0
1a12b0fadcd358fc52d63841c213995f.jpg,3279,2544,"Squires, W.C.",Yes,DLSignature,None,1452,2708,817,243,273,510,154,45,618.6792452830189,480.00000000000006
1ab363f882c5886e3b0447d6a70efafc.jpg,3150,2400,"Keane, T.M.",Yes,DLSignature,None,45,2117,932,118,9,423,186,23,630.0,480.0
1ab363f882c5886e3b0447d6a70efafc.jpg,3150,2400,"Murray, J.M.",Yes,DLSignature,None,1125,2065,588,241,225,413,117,48,630.0,480.0
1ab363f882c5886e3b0447d6a70efafc.jpg,3150,2400,NA,NA,DLLogo,None,149,198,778,257,29,39,155,51,630.0,480.0
1b1382dab6b83e174f1c6301c0366de8.jpg,1575,1200,"Chakraborty, B.B.",Yes,DLSignature,None,675,1075,259,87,270,430,103,34,630.0,480.0
1b1382dab6b83e174f1c6301c0366de8.jpg,1575,1200,NA,NA,DLLogo,None,520,69,69,78,208,27,27,31,630.0,480.0
1b14ca0de42283df880d9b1bc33175a6_3.jpg,2292,1728,"Bleustein, J.L.",Yes,DLSignature,None,280,1330,425,124,77,369,118,34,636.6666666666667,480.0
1b49ff5003c3313aed449e9343b0f684_1.jpg,1575,1200,"Ligon, R.H.",Yes,DLSignature,None,706,949,152,70,282,379,60,28,630.0,480.0
1b49ff5003c3313aed449e9343b0f684_1.jpg,1575,1200,NA,NA,DLLogo,None,123,67,92,89,49,26,36,35,630.0,480.0
1b76b998ad9f97e849e583e22eb03ede_1.jpg,3296,2544,NA,NA,DLLogo,None,1042,330,171,244,196,62,32,46,621.8867924528303,480.00000000000006
1b76b998ad9f97e849e583e22eb03ede_2.jpg,3296,2544,"Bowden, D.H.",Yes,DLSignature,None,977,1433,657,182,184,270,123,34,621.8867924528303,480.00000000000006
1b95232ec10d335dc2e11cdf2f9bb383.jpg,2292,1728,"Bible, G.C.",Yes,DLSignature,None,1126,1548,386,112,312,430,107,31,636.6666666666667,480.0
1c04845e310d2d2a2d301242489b6d96_1.jpg,2292,1728,"Bergman, J.I.",Yes,DLSignature,None,872,1343,264,194,242,373,73,53,636.6666666666667,480.0
1c52f50963db5082c7e87648ddff0fa3.jpg,2292,1728,"Takada, Kohji",Yes,DLSignature,None,288,1850,210,67,80,513,58,18,636.6666666666667,480.0
1c60131d2c9470dcb8a73a90dcd63749.jpg,3584,2624,"Whitmire, C.E.",Yes,DLSignature,None,1558,3002,509,76,278,536,90,13,640.0,468.57142857142856
1c60131d2c9470dcb8a73a90dcd63749.jpg,3584,2624,NA,NA,DLLogo,None,1757,224,195,223,313,40,34,39,640.0,468.57142857142856
1d0d0347e9720b57989db7f4144965f5.jpg,3296,2560,,No,DLSignature,None,1474,2412,639,146,276,452,119,27,618.0,480.0
1d2e8136a4a96db48b8916bc2726d474_2.jpg,1575,1200,"Beatty, D.A.",Yes,DLSignature,None,544,1030,275,61,217,412,110,24,630.0,480.0
1ecdc79d2e94ef907afc7e7135acb75a_1.jpg,1575,1200,"Schan, Marilyn",Yes,DLSignature,None,640,986,333,108,256,394,133,43,630.0,480.0
1f23ae59ebfed88aa887a9d7253795c5.jpg,3257,2560,"Hendershot, M.L.",Yes,DLSignature,None,1228,2062,907,146,230,386,170,27,610.6875,480.0
1f23ae59ebfed88aa887a9d7253795c5.jpg,3257,2560,NA,NA,DLLogo,None,1904,75,282,114,357,14,52,21,610.6875,480.0
1f37f4dccb635ea48e80307e8fb848a8.jpg,1575,1200,"Maynor, H.W.",Yes,DLSignature,None,725,1345,139,37,290,538,55,14,630.0,480.0
1f5d1a6542fc151c2f8e1a1c999ac12b.jpg,3150,2400,,Yes,DLSignature,None,248,2006,503,133,49,401,100,26,630.0,480.0
1f5d1a6542fc151c2f8e1a1c999ac12b.jpg,3150,2400,NA,NA,DLLogo,None,970,118,148,160,194,23,29,32,630.0,480.0
1f6d2e0bc7b414acbcdb4fae050e49a8.jpg,1575,1200,"Traviesas, H.",Yes,DLSignature,None,618,793,101,50,247,317,40,20,630.0,480.0
200a6ca50669e3a1a9bfebb91dae5fc7.jpg,1575,1200,"Gertenbach, R.F.",Yes,DLSignature,None,582,816,269,77,232,326,107,30,630.0,480.0
20acb5a4deebd1b81bffd7eb815edda8_1.jpg,3584,2624,NA,NA,DLLogo,None,1144,86,230,311,204,15,41,55,640.0,468.57142857142856
20acb5a4deebd1b81bffd7eb815edda8_2.jpg,3584,2624,"Bowden, D.H.",Yes,DLSignature,None,1137,1529,840,248,203,273,150,44,640.0,468.57142857142856
20f20b58fe11f5ba60208d2a39065f8f_1.jpg,3296,2560,NA,NA,DLLogo,None,1147,54,348,210,215,10,65,39,618.0,480.0
20f20b58fe11f5ba60208d2a39065f8f_2.jpg,3296,2560,"Boder, J.B.",Yes,DLSignature,None,1190,1254,366,206,223,235,68,38,618.0,480.0
20ff44d0c4a0723f638afed36d2e438c_1.jpg,3261,2544,NA,NA,DLLogo,None,1507,127,182,88,284,23,34,16,615.2830188679246,480.00000000000006
20ff44d0c4a0723f638afed36d2e438c_2.jpg,3267,2544,"Stuhl, O.",Yes,DLSignature,None,1819,1739,246,111,343,328,46,20,616.4150943396227,480.00000000000006
20ff44d0c4a0723f638afed36d2e438c_2.jpg,3267,2544,NA,NA,DLLogo,None,940,207,128,63,177,39,24,11,616.4150943396227,480.00000000000006
20ff7406e5432974dd401886ebf6eade.jpg,3150,2400,"Newmark, G.B.",Yes,DLSignature,None,1285,2139,762,318,257,427,152,63,630.0,480.0
20ff7406e5432974dd401886ebf6eade.jpg,3150,2400,NA,NA,DLLogo,None,218,88,343,333,43,17,68,66,630.0,480.0
21c0ce66f368adace18538a97532d8f3.jpg,1575,1200,"Jarrett, J.E.",Yes,DLSignature,None,775,955,201,87,310,382,80,34,630.0,480.0
2260e787d7272d84e474e3cbe5e505c8.jpg,1575,1200,"Pepples, Ernest",Yes,DLSignature,None,588,751,296,57,235,300,118,22,630.0,480.0
2260e787d7272d84e474e3cbe5e505c8.jpg,1575,1200,NA,NA,DLLogo,None,474,29,171,86,189,11,68,34,630.0,480.0
22b612b5ee2868e695acc9861fc03fc9.jpg,1575,1200,"Jarrett, J.E.",Yes,DLSignature,None,533,753,213,164,213,301,85,65,630.0,480.0
23201ae98712a54fb11586140148c3c9.jpg,3250,2544,,Yes,DLSignature,None,1409,2463,748,114,265,464,141,21,613.2075471698114,480.00000000000006
23697cd335b772ad8c52c20dd3af7d0e.jpg,3247,2544,"Neel, R.M.",Yes,DLSignature,None,1064,1571,733,157,200,296,138,29,612.6415094339623,480.00000000000006
23f0c15343fcf9b94ec1f7d02a5b5524_1.jpg,1575,1200,"Coiley, G.K.",Yes,DLSignature,None,634,450,271,83,253,180,108,33,630.0,480.0
2458983cde942e6ba3c0d7a262e5be3d_1.jpg,2292,1728,NA,NA,DLLogo,None,176,49,221,106,48,13,61,29,636.6666666666667,480.0
2458983cde942e6ba3c0d7a262e5be3d_2.jpg,2292,1728,"Newell, M.P.",Yes,DLSignature,None,913,845,449,59,253,234,124,16,636.6666666666667,480.0
2458983cde942e6ba3c0d7a262e5be3d_2.jpg,2292,1728,"Squires, W.C.",Yes,DLSignature,None,875,907,474,199,243,251,131,55,636.6666666666667,480.0
